tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,ordering,category,job,seasonNumber,episodeNumber,primaryName,birthYear,deathYear,primaryProfession
tt17387314,Shadow of Van Gogh,Shadow of Van Gogh,1958,30,"Crime,Drama",7.1,23,8,cinematographer,director of photography,1,34,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt17409650,And Then You Die,And Then You Die,1988,46,"Crime,Drama,Mystery",8.7,74,8,producer,producer,1,8,Hugh Benson,1917,1999,"producer,writer"
tt17434459,The Huntress,The Huntress,1959,30,Western,8.1,32,6,writer,writer,1,31,Clair Huffaker,1926,1990,writer
tt17467903,The Silent Treatment,The Silent Treatment,1963,30,"Comedy,Family",6.4,99,9,writer,written by,6,25,Mathilde Ferro,1906,1990,writer
tt17699079,Shred of Doubt,Shred of Doubt,1959,30,"Crime,Drama,Thriller",6.4,9,6,writer,writer,3,8,Earl Baldwin,1901,1970,"writer,miscellaneous,producer"
tt17714614,Lucy the PartTime Wife,Lucy the PartTime Wife,1970,30,Comedy,6.5,23,9,writer,creator,3,14,Ray Singer,1916,1992,"writer,producer,script_department"
tt17764132,Theres Nothing to Be Afreud of But Freud Himself,Theres Nothing to Be Afreud of But Freud Himself,1967,30,Comedy,6.9,38,8,writer,written by,2,8,Milton Pascal,1908,1976,"writer,script_department,soundtrack"
tt17776585,Four Little Indians,Four Little Indians,1960,30,Adventure,8.6,10,6,writer,teleplay,3,33,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt17814636,Sherry Darlin,Sherry Darlin,2003,44,"Crime,Drama,Mystery",7.5,395,7,writer,written by,1,9,Sean Whitesell,1963,2015,"producer,writer,actor"
tt17821275,Stranger in the Mirror,Stranger in the Mirror,1965,50,"Adventure,Crime,Drama",7.6,142,8,producer,producer,3,12,Alan A. Armer,1922,2010,"producer,director,writer"
tt17854280,The Salmon Swims Upstream,The Salmon Swims Upstream,1957,30,"Action,War",8.0,9,7,producer,producer,1,17,George Cahan,1919,1991,"director,producer,miscellaneous"
tt17902584,The Crime,The Crime,1960,30,Western,7.8,34,6,writer,creator,1,18,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt17951803,Our Finest Hour,Our Finest Hour,1978,49,"Comedy,Drama,War",7.0,477,9,writer,written by,7,4,Ronny Graham,1919,1999,"miscellaneous,actor,writer"
tt17958172,The Creeping Terror,The Creeping Terror,1985,22,"Action,Adventure,Animation",6.2,28,10,producer,producer,1,13,Denis Héroux,1940,2015,"producer,director,writer"
tt18023039,Grand Delusions,Grand Delusions,1989,60,"Drama,Romance",7.8,36,8,producer,producer,8,19,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt18026598,Boom Boom PussiniBeach Blanket Mungo,Boom Boom PussiniBeach Blanket Mungo,1984,23,"Adventure,Animation,Comedy",5.0,9,9,producer,producer,1,49,Denis Héroux,1940,2015,"producer,director,writer"
tt18052122,Walk into Terror,Walk into Terror,1965,60,Western,7.3,67,6,writer,writer,8,4,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt18130868,Episode 14,Episode 14,1977,60,"Comedy,Music",9.2,13,7,writer,writer,1,4,Ronny Graham,1919,1999,"miscellaneous,actor,writer"
tt18208291,The Other Van Gogh,The Other Van Gogh,1957,30,Drama,6.1,11,6,writer,teleplay,3,8,David Evans,1893,1966,writer
tt18215451,The USS Batfish Scores,The USS Batfish Scores,1957,30,"Action,War",8.0,9,6,producer,producer,1,7,George Cahan,1919,1991,"director,producer,miscellaneous"
tt18216291,School Days,School Days,1959,25,Western,7.1,45,6,writer,creator,1,7,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt18238835,Rebel Christmas,Rebel Christmas,1957,23,"Adventure,War,Western",7.1,7,9,cinematographer,director of photography,1,10,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
tt18461468,Lucys Lucky Day,Lucys Lucky Day,1971,30,Comedy,6.5,24,9,writer,creator,4,15,Ray Singer,1916,1992,"writer,producer,script_department"
tt18469912,The Champ,The Champ,1960,25,Western,7.7,37,7,writer,writer,2,3,Sam Ross,1911,1998,writer
tt18511342,Video VENOM,Video VENOM,1985,24,"Action,Adventure,Animation",6.6,33,10,producer,producer,1,5,Denis Héroux,1940,2015,"producer,director,writer"
tt18513442,Lamp in the Wilderness,Lamp in the Wilderness,1970,60,Western,7.9,24,8,producer,producer,2,20,Alan A. Armer,1922,2010,"producer,director,writer"
tt18526299,Lucys Tenant,Lucys Tenant,1973,30,Comedy,7.2,21,9,writer,creator,6,7,Ray Singer,1916,1992,"writer,producer,script_department"
tt18580725,For as Long as the Waters Flow,For as Long as the Waters Flow,1978,96,"Action,Adventure,Drama",8.1,110,7,writer,teleplay,1,4,Jerry Ziegman,1937,1998,"writer,miscellaneous"
tt18629730,Romany Roundup Part 2,Romany Roundup Part 2,1965,22,Western,7.9,15,9,producer,producer,2,14,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt18675680,Cowards Die Many Times,Cowards Die Many Times,1966,22,Western,8.1,26,8,producer,producer,2,31,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt18757937,Lucy and the Scout Trip,Lucy and the Scout Trip,1964,30,Comedy,6.9,42,10,writer,written by,2,26,Howard Ostroff,1934,1990,writer
tt18776143,Episode 131,Episode 131,1964,30,"Drama,Romance",8.1,10,8,writer,written by,1,31,Theodore Ferro,1924,2003,writer
tt18848706,Two Petes in a Pod,Two Petes in a Pod,1974,25,"Comedy,Family",6.6,167,8,writer,written by,5,18,Milton Pascal,1908,1976,"writer,script_department,soundtrack"
tt18961972,Coralee,Coralee,1966,50,"Adventure,Crime,Drama",7.2,119,8,producer,producer,3,30,Alan A. Armer,1922,2010,"producer,director,writer"
tt19007004,The Story of the USS Aspro,The Story of the USS Aspro,1958,30,"Action,War",8.2,7,7,producer,producer,2,5,George Cahan,1919,1991,"director,producer,miscellaneous"
tt19054009,Wheels,Wheels,1977,25,Comedy,7.4,63,10,writer,teleplay by,5,7,Al Schwartz,1910,1988,"writer,script_department"
tt19084573,The Captive,The Captive,1956,30,Western,7.4,6,9,cinematographer,director of photography,1,4,Karl Struss,1886,1981,"cinematographer,camera_department,director"
tt19130158,The Case of the Hesitant Hostess,The Case of the Hesitant Hostess,1958,52,"Crime,Drama,Mystery",8.0,336,10,cinematographer,director of photography,1,29,Frank Redman,1901,1966,"cinematographer,camera_department"
tt19133189,The Shattered Silence,The Shattered Silence,1967,50,"Adventure,Crime,Drama",7.4,134,7,writer,story,4,28,Ralph Goodman,1918,1986,writer
tt19175309,Full Circle,Full Circle,1986,49,"Comedy,Crime,Drama",7.3,10,9,producer,producer,1,13,Kenny McBain,1946,1989,"producer,director,miscellaneous"
tt19182693,The Spoiler,The Spoiler,1963,52,"Action,Crime,Drama",7.0,43,9,producer,producer,4,23,Alan A. Armer,1922,2010,"producer,director,writer"
tt19334766,Fringe Benefits,Fringe Benefits,1964,60,"Adventure,Comedy,Crime",8.1,17,6,writer,written by,1,10,Robert Buckner,1906,1989,"writer,producer,miscellaneous"
tt19364949,Dear Minerva,Dear Minerva,1965,26,Comedy,7.5,37,7,writer,written by,3,1,Al Schwartz,1910,1988,"writer,script_department"
tt19491974,Solaria Park,Solaria Park,1985,22,"Action,Adventure,Animation",6.9,28,9,producer,producer,1,12,Denis Héroux,1940,2015,"producer,director,writer"
tt19506693,Last Second of a Big Dream,Last Second of a Big Dream,1965,50,"Adventure,Crime,Drama",7.1,123,9,producer,producer,2,30,Alan A. Armer,1922,2010,"producer,director,writer"
tt19544382,The Naked Heiress,The Naked Heiress,1962,60,"Crime,Drama",8.2,16,9,cinematographer,director of photography,1,28,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt19547025,Ties That Bind,Ties That Bind,1989,60,"Drama,Romance",7.0,31,8,producer,producer,8,20,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt19560405,Lucy the Stockholder,Lucy the Stockholder,1965,30,Comedy,7.5,44,6,writer,written by,3,25,Ray Singer,1916,1992,"writer,producer,script_department"
tt19566927,The Dead Hills,The Dead Hills,1958,60,Western,8.0,9,6,writer,teleplay,1,13,Earl Baldwin,1901,1970,"writer,miscellaneous,producer"
tt19622755,A Bullet for the Teacher,A Bullet for the Teacher,1960,60,"Comedy,Western",7.3,58,9,writer,teleplay,4,7,Paul Leslie Peil,1912,1979,"writer,miscellaneous"
tt19635711,Episode 118,Episode 118,1976,22,"Comedy,Romance",7.8,23,6,writer,created by,1,18,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt19639546,Dream of Falcons,Dream of Falcons,1970,60,Western,6.9,25,8,producer,producer,2,22,Alan A. Armer,1922,2010,"producer,director,writer"
tt19647639,The Mutation,The Mutation,1967,60,"Drama,Sci-Fi,Thriller",7.6,261,8,producer,producer,1,2,Alan A. Armer,1922,2010,"producer,director,writer"
tt19655584,Joey Plugs the Laundry,Joey Plugs the Laundry,1963,30,Comedy,8.0,11,6,writer,written by,3,2,Ray Singer,1916,1992,"writer,producer,script_department"
tt19661431,Spikes CousinFor the Birds,Spikes CousinFor the Birds,1984,22,"Adventure,Animation,Comedy",6.4,17,6,producer,producer,1,9,Denis Héroux,1940,2015,"producer,director,writer"
tt19670599,Riddle of the Raven Master,Riddle of the Raven Master,1985,22,"Action,Adventure,Animation",6.0,26,10,producer,producer,1,44,Denis Héroux,1940,2015,"producer,director,writer"
tt19700569,Heathcliff Pumps IronMungos Dilemna,Heathcliff Pumps IronMungos Dilemna,1984,23,"Adventure,Animation,Comedy",6.2,12,9,producer,producer,1,28,Denis Héroux,1940,2015,"producer,director,writer"
tt19721251,Black Hills Incident,Black Hills Incident,1958,26,Western,7.6,8,8,producer,producer,1,1,George Cahan,1919,1991,"director,producer,miscellaneous"
tt19854889,Annie Shoots Down the Cupid,Annie Shoots Down the Cupid,1964,30,Comedy,6.7,7,6,writer,written by,1,4,Ralph Goodman,1918,1986,writer
tt19903860,Storm at Birch Glen,Storm at Birch Glen,1962,60,"Crime,Drama",7.7,15,9,cinematographer,director of photography,1,19,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt19977990,Loaded Guns,Loaded Guns,1953,30,"Family,Western",6.9,22,9,producer,producer,2,11,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
tt20057585,Episode 15,Episode 15,1977,60,"Comedy,Music",9.2,15,7,writer,writer,1,5,Ronny Graham,1919,1999,"miscellaneous,actor,writer"
tt20104078,Decision in the Ring,Decision in the Ring,1963,51,"Adventure,Crime,Drama",7.8,210,8,producer,producer,1,6,Alan A. Armer,1922,2010,"producer,director,writer"
tt20108925,The Case of the Deadly Double,The Case of the Deadly Double,1958,52,"Crime,Drama,Mystery",7.9,382,10,cinematographer,director of photography,1,24,Frank Redman,1901,1966,"cinematographer,camera_department"
tt20115406,Life Liberty and Orrin Dooley,Life Liberty and Orrin Dooley,1952,30,"Comedy,Drama,Music",7.6,11,9,cinematographer,director of photography,1,1,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
tt20126847,The August Teahouse of Quint McHale,The August Teahouse of Quint McHale,1963,30,"Comedy,War",7.3,39,6,writer,written by,2,10,Ralph Goodman,1918,1986,writer
tt20198749,Escape into Black,Escape into Black,1964,50,"Adventure,Crime,Drama",8.7,181,8,producer,producer,2,9,Alan A. Armer,1922,2010,"producer,director,writer"
tt20220662,The Birthday Party,The Birthday Party,1981,48,"Drama,Romance",7.4,85,9,producer,producer,1,12,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt20301685,The Death of Gray,The Death of Gray,1960,25,Western,8.1,46,7,writer,written by,1,13,Richard Newman,1928,2016,writer
tt20312530,Lucy and Phil Harris Strike Up the Band,Lucy and Phil Harris Strike Up the Band,1974,30,Comedy,7.5,28,8,writer,creator,6,21,Ray Singer,1916,1992,"writer,producer,script_department"
tt20331982,Dollys Bar,Dollys Bar,1958,30,"Crime,Drama,Thriller",7.4,15,6,writer,writer,1,20,Lewis Reed,1921,1970,"writer,producer"
tt20364864,Freddie Goes Highbrow,Freddie Goes Highbrow,1963,30,Comedy,8.2,19,7,writer,written by,2,19,Ralph Goodman,1918,1986,writer
tt20433405,Episode 166,Episode 166,1976,22,"Comedy,Romance",8.0,16,6,writer,created by,1,66,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt20498439,The Kid,The Kid,1969,60,Western,8.8,31,8,producer,producer,2,3,Alan A. Armer,1922,2010,"producer,director,writer"
tt20513760,The Russ White Story,The Russ White Story,1958,30,Drama,7.6,7,7,writer,story supervisor,4,35,Milton Merlin,1905,1996,"producer,writer,miscellaneous"
tt20514552,Lucy Stops a Marriage,Lucy Stops a Marriage,1970,30,Comedy,6.5,27,9,writer,creator,3,16,Ray Singer,1916,1992,"writer,producer,script_department"
tt20552736,Mr and Mrs Who,Mr and Mrs Who,1979,24,"Comedy,Drama,War",7.9,445,6,writer,written by,8,9,Ronny Graham,1919,1999,"miscellaneous,actor,writer"
tt20573911,Madman Part 2,Madman Part 2,1962,60,"Crime,Drama",9.4,14,9,cinematographer,director of photography,2,7,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt20588107,Episode 119,Episode 119,1976,22,"Comedy,Romance",7.6,22,6,writer,created by,1,19,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt20606727,The Bounty Hunters,The Bounty Hunters,1957,30,Western,7.5,7,8,writer,teleplay,2,9,DeVallon Scott,1910,1997,"writer,producer"
tt20657557,Part 3,Part 3,1982,131,"Drama,History,War",8.5,38,9,producer,producer,1,3,Hugh Benson,1917,1999,"producer,writer"
tt20661352,Lucy and the Efficiency Expert,Lucy and the Efficiency Expert,1966,22,Comedy,7.7,62,7,writer,written by,5,13,Ray Singer,1916,1992,"writer,producer,script_department"
tt20703101,Hondo and the Singing Wire,Hondo and the Singing Wire,1967,60,Western,8.3,21,6,writer,series developer,1,3,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt20744077,Caged,Caged,1956,30,Western,7.4,8,8,producer,producer,1,8,Alan A. Armer,1922,2010,"producer,director,writer"
tt20773894,Jack of All Tradesmen,Jack of All Tradesmen,1986,50,"Comedy,Crime,Drama",6.8,8,8,producer,producer,1,10,Kenny McBain,1946,1989,"producer,director,miscellaneous"
tt20786276,Payback,Payback,1989,60,"Drama,Romance",5.5,29,8,producer,producer,9,4,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt20891164,The Case of the Lost Last Act,The Case of the Lost Last Act,1959,60,"Crime,Drama,Mystery",8.1,292,9,cinematographer,director of photography,2,21,Frank Redman,1901,1966,"cinematographer,camera_department"
tt20893106,La confrérie des loups,La confrérie des loups,1974,52,"Action,Crime,Thriller",9.3,83,6,writer,"scenario, adaptation and dialogue",1,5,Claude Desailly,1922,2009,"writer,actor,soundtrack"
tt21002898,The Loss of the Perch,The Loss of the Perch,1957,30,"Action,War",7.9,8,7,producer,producer,1,38,George Cahan,1919,1991,"director,producer,miscellaneous"
tt21072131,Fiesta at Midnight,Fiesta at Midnight,1958,26,"Crime,Drama",7.2,34,8,cinematographer,director of photography,1,32,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt21106534,Lucy Gets Caught Up in the Draft,Lucy Gets Caught Up in the Draft,1966,30,Comedy,7.4,68,7,writer,written by,5,9,Ray Singer,1916,1992,"writer,producer,script_department"
tt21132082,Sanctuary,Sanctuary,1986,49,Drama,8.3,48,10,writer,teleplay,2,11,Carol Saraceno,1939,2017,"writer,actress,producer"
tt21145594,Two Little Maids Are We,Two Little Maids Are We,1963,30,Comedy,6.6,10,6,writer,written by,3,7,Ray Singer,1916,1992,"writer,producer,script_department"
tt21171737,The Frightened Bride,The Frightened Bride,1953,25,"Comedy,Drama,Mystery",5.6,17,10,cinematographer,director of photography,1,22,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
tt21192596,You Saw a What,You Saw a What,1967,30,"Comedy,Family",7.4,44,7,writer,teleplay,7,15,Joseph Hoffman,1909,1997,"writer,producer"
tt21228100,The Last Grey Man,The Last Grey Man,1959,30,Western,6.9,13,7,writer,writer,2,21,Richard Newman,1928,2016,writer
tt21248657,True Confessions,True Confessions,1989,60,"Drama,Romance",6.7,30,8,producer,producer,8,11,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt21255243,The Johanna Judson Story,The Johanna Judson Story,1958,30,Drama,7.8,10,7,writer,story supervisor,4,23,Milton Merlin,1905,1996,"producer,writer,miscellaneous"
tt21270210,The Riot,The Riot,1961,60,"Crime,Drama",7.9,26,9,cinematographer,director of photography,1,4,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt21395232,Storm,Storm,1967,60,"Drama,Sci-Fi,Thriller",7.5,197,8,producer,producer,1,12,Alan A. Armer,1922,2010,"producer,director,writer"
tt21453548,The Vindicators,The Vindicators,1965,23,Western,7.7,43,7,producer,producer,1,2,Cecil Barker,1918,1966,"producer,director"
tt21485279,Uncle Arnold the Magnificent,Uncle Arnold the Magnificent,1968,30,"Comedy,Fantasy",7.0,37,9,producer,producer,1,8,Stanley Rubin,1917,2014,"producer,writer,actor"
tt21511337,Lucy Gives Eddie Albert the Old Song and Dance,Lucy Gives Eddie Albert the Old Song and Dance,1973,30,Comedy,7.4,24,9,writer,creator,6,6,Ray Singer,1916,1992,"writer,producer,script_department"
tt21521829,Protection,Protection,1959,30,"Action,Crime,Drama",7.5,74,8,writer,written by,2,1,Lewis Reed,1921,1970,"writer,producer"
tt21589310,Of Meissen Men,Of Meissen Men,1989,50,"Comedy,Crime,Drama",6.4,7,8,writer,creator,4,4,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt21609988,Lucy Gets Her Diploma,Lucy Gets Her Diploma,1967,30,Comedy,6.9,42,6,writer,written by,6,5,Ray Singer,1916,1992,"writer,producer,script_department"
tt21679285,Iron West,Iron West,1959,26,Western,7.0,8,7,writer,screenplay,1,18,Milton Geiger,1907,1971,"writer,director"
tt21712712,Tug of War,Tug of War,1964,50,"Adventure,Crime,Drama",7.9,159,8,producer,producer,2,7,Alan A. Armer,1922,2010,"producer,director,writer"
tt21808030,Shanghai Kellys Birthday Party,Shanghai Kellys Birthday Party,1967,30,Western,7.5,31,10,editor,supervising editor,16,1,Fred W. Berger,1908,2003,"editorial_department,editor"
tt21903010,The 10 Blues,The 10 Blues,1960,60,"Crime,Drama",8.5,11,7,writer,story,1,19,Hugh Benson,1917,1999,"producer,writer"
tt21942724,Go Fight City Hall,Go Fight City Hall,1962,30,"Comedy,Drama",8.8,10,7,producer,producer,10,19,Stanley Rubin,1917,2014,"producer,writer,actor"
tt21983881,One Mans Horse,One Mans Horse,1955,30,"Adventure,Western",6.9,15,7,writer,teleplay,1,1,DeVallon Scott,1910,1997,"writer,producer"
tt22042283,The Burying of Sammy Hart,The Burying of Sammy Hart,1961,25,Western,7.2,31,6,writer,creator,2,25,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt22068950,Heathcliffs PetSwamp Fever,Heathcliffs PetSwamp Fever,1984,23,"Adventure,Animation,Comedy",6.1,17,6,producer,producer,1,10,Denis Héroux,1940,2015,"producer,director,writer"
tt22116175,Return from the Shadows,Return from the Shadows,1956,30,Western,7.1,10,9,cinematographer,director of photography,1,9,Karl Struss,1886,1981,"cinematographer,camera_department,director"
tt22138243,Shaman of Fear,Shaman of Fear,2010,21,"Action,Adventure,Animation",8.1,77,8,writer,written by,1,6,Don Payne,1964,2013,"producer,writer,miscellaneous"
